"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-1-021" 0.268286622653017 1.23490563749038 0.0103035316320602 0.446611888290802 0.812416928267339 0.635169583191164 0.0371575946523808 1.57195761328447 2.45274027024279e-06
"SCM-1-022" 0.0359735633030534 1.16008117058058 0.817827475933032 0.36598340852051 2.13094548002817 0.475949546261691 0.444713287549792 1.80577019363409 1.34845339599797e-07
"SCM-1-023" 0.857557751907734 1.30707972522168 0.128383566382341 0.821281144010322 1.99988914456801 0.789000860350206 0.10079768178938 2.25050312408595 3.33843605853233e-06
"SCM-1-024" 0.414141578893689 1.61376657682918 0.391498202533228 0.18892310253405 1.48591448070481 0.771391346431337 0.187769461296732 0.437613441215362 0.00117406868597842
"SCM-1-025" 0.160688670360809 1.13702622156935 0.425133123896457 0.475700558875594 0.452827183954651 0.0240887276642024 0.291161284387345 2.33073713335791 0.0549977441064843
"SCM-1-026" 0.876816574412864 1.41856500977948 0.718254505545832 0.0774876057941933 2.05830018881476 0.678327979338355 0.421996991400607 2.44174533181824 2.82822403412222e-07
"SCM-1-027" 0.384527675292268 1.04684076103084 0.919578853098955 0.547578657274088 1.02982763669803 0.178335567144677 0.257942327370867 0.644809129604837 3.75995466294403e-05
"SCM-1-028" 0.361493936709641 1.79208866673936 0.27428132541799 0.969581841501361 0.274253485541558 0.393497031354345 0.383798377732979 0.546129348598188 0.00164872028279748
"SCM-1-029" 0.583719051576359 1.71866055355789 0.876163103094464 0.69894789322163 0.523391935172258 0.410997935160995 0.42543805804546 1.08938922140631 1.40402257792233e-08
"SCM-1-030" 0.125567932517733 1.66973389305309 0.985573404229619 0.48600241576517 2.42474865829921 0.890015804311261 0.0618263549271505 1.7012827379955 0.000361399691672213
"SCM-1-031" 0.491983894458739 1.1556251095396 0.839295484696468 0.0259707559276838 1.15782732494175 0.914856117712334 0.411703958832426 1.22379829767277 0.00639578337937874
"SCM-1-032" 0.965025506720413 1.75974594363146 0.615215060044173 0.111669741909578 2.37260488856235 0.976323573738337 0.264772482622415 0.702848511401098 7.88473085250725e-06
"SCM-1-033" 0.686425102586579 1.07230047544055 0.226386701648403 0.332551228507562 2.29823335356894 0.641238940455951 0.388988902150886 0.786248903985834 3.79162439935694e-08
"SCM-1-034" 0.0678674793208949 1.11804527699398 0.26675987163661 0.629969094803277 1.63164349304629 0.37697870568838 0.0808063639509492 1.00983103825012 0.0829446858065976
"SCM-1-035" 0.538420607389463 1.83841890772698 0.366633905187901 0.679638304485288 0.51517924420652 0.20302005852107 0.00506692839413881 0.569602505493676 2.32085118627437e-08
"SCM-1-036" 0.808919905221043 1.03471202534838 0.0826313658145256 0.0501009542238899 1.78038914554985 0.728850328177214 0.131350413910579 2.36571450324496 0.000749747332680905
"SCM-1-037" 0.0802046390061266 1.9049459608715 0.299998412131239 0.136471747307526 2.47209042793489 0.0868568524066359 0.336344305766048 0.426696291588014 1.42269537904107e-05
"SCM-1-038" 0.939464021471981 1.44284006403326 0.798476560972026 0.617195878592087 1.90691125420621 0.2464315755805 0.0332637881913688 0.863122450843221 0.00259893523668109
"SCM-1-039" 0.892645916769421 1.3213916702175 0.335130607978115 0.913311895541102 1.2762653621193 0.1011243158672 0.358839078364894 1.76308432771591 0.000898375599942503
"SCM-1-040" 0.239945310298679 1.79065146020129 0.0630530042304657 0.799214113061409 2.33178777601337 0.0429676775773987 0.086163481850177 1.84357222972787 1.65640311120267e-06
"SCM-1-041" 0.759345138099929 1.28831453605713 0.101361109993886 0.956276105831889 0.38443099642056 0.826351849571802 0.167835554394638 0.341568791698664 5.25553093571435e-05
"SCM-1-042" 0.305860075553181 1.25411208993364 0.178457137707574 0.326710716431774 0.304480143690016 0.152115023750812 0.285644708835287 0.88288140036515 5.04624282026753e-08
"SCM-1-043" 0.816080860925931 1.97572998317648 0.975437212970247 0.390639357795147 1.69773705853964 0.740583081147633 0.236197152098408 2.46329515125952 0.00365605283569572
"SCM-1-044" 0.23484802746498 1.95647999330885 0.921583036968065 0.219206589613436 0.664347118433798 0.853034851499833 0.0227312622468453 0.669843545361655 0.0159662116777748
"SCM-1-045" 0.146382308389759 1.36484985586824 0.857061495685764 0.157846115026623 2.17263859386905 0.355922023584135 0.00969039241760037 0.925245277013164 9.14904248197431e-08
"SCM-1-046" 0.572865451683942 1.94970547361518 0.229397728167474 0.991315807148442 2.04604971604072 0.920535618755966 0.300759074525675 1.35625088575413 0.0336742137295809
"SCM-1-047" 0.0121806243309751 1.91629952466679 0.154458057411201 0.0476744250298477 0.419940098884981 0.688352093384601 0.145282320135506 2.28740907500964 2.25177420473132e-06
"SCM-1-048" 0.0491684662432875 1.81415923749884 0.890469464858063 0.850554290188756 1.29949616731727 0.013578228065744 0.43608400140563 1.17319443033659 0.0118419429391025
"SCM-1-049" 0.972489519379288 1.87895398173626 0.0477420496303589 0.367002168035274 1.59063853590749 0.326701269238256 0.225459289973835 0.260795439730864 1.83672015664369e-05
"SCM-1-050" 0.497572835841123 1.0034600929888 0.701141653779475 0.740293762839399 1.11062969710329 0.877671478781849 0.31823908447288 1.9239889157482 3.61004756322236e-07
