"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-2-027" 0.52202543622492 1.35667195381697 0.654126298247909 0.101807413917804 2.64291411936208 0.871216329364654 0.211351571055291 0.882343394650067 1.67275218747203e-08
"SCM-2-028" 0.757253429048489 1.77152310386467 0.947070144941572 0.212931011158802 2.49696034393352 0.32059138148448 0.0269110641702317 1.38163776434354 2.44508340401809e-05
"SCM-2-029" 0.641483560941012 1.78908393592156 0.614254233868283 0.341045981007782 1.41317029481357 0.346342232012855 0.0301270045691823 2.07656050175692 0.00377946731135323
"SCM-2-030" 0.961845424479814 1.89642361624549 0.372472539412671 0.300474071146663 1.60333343816033 0.555634056749189 0.297042553619511 0.851394055704379 1.22916380467235e-05
"SCM-2-031" 0.24814015920957 1.13438020313472 0.639999997926686 0.625386841886131 2.64794561178388 0.0235838208050444 0.165432205708597 2.21127344434184 6.85844995641957e-07
"SCM-2-032" 0.262108915179297 1.99477571375014 0.768488999112407 0.635504702040142 2.38136822695209 0.763712211522064 0.167016245745071 1.29210656656966 0.00412173507041571
"SCM-2-033" 0.239177639268218 1.69942692772464 0.798974557013431 0.0658876578456707 2.50381255049476 0.928296004798054 0.154788886285222 2.29509628551438 1.82601239784929e-05
"SCM-2-034" 0.643891593098109 1.86298037964882 0.571009079980444 0.0848897037942933 1.06798178543456 0.884602997863998 0.114156125910422 2.57299649652738 0.0505977519742985
"SCM-2-035" 0.388735605941785 1.28885909559916 0.2514655486307 0.267275255834241 1.92640119251585 0.936325686971658 0.0216566626153394 2.15596380087461 0.0317221172319393
"SCM-2-036" 0.315309228279916 1.98608906850964 0.803471281429141 0.772883215125601 2.9807746864686 0.267455523237261 0.379176164137544 0.0731349476508423 7.41746509125903e-07
"SCM-2-037" 0.858189687980594 1.9408803835957 0.366077232112756 0.0538441266433817 2.77957952406403 0.73182272804739 0.184964325431499 0.352934453359991 0.000168506468952971
"SCM-2-038" 0.362034444142429 1.95819535922463 0.959570326510319 0.178055418433575 2.0757929339372 0.365745323422274 0.0028884219013683 2.04440842880865 0.095853875066271
"SCM-2-039" 0.587853578630283 1.44544722856702 0.905142566413041 0.123806001197601 2.03362534105943 0.971703825157834 0.41896378172531 0.139606635949253 5.2971345332058e-08
"SCM-2-040" 0.0794715575071936 1.99241628211876 0.527435914098817 0.194647313862576 2.77798671997428 0.0279874360938471 0.0465615034362422 0.345777157440518 0.00206089110374195
"SCM-2-041" 0.776932562745508 1.93637977027796 0.388468812292728 0.866898889966432 0.755350269584772 0.271047999804133 0.334290727412481 2.58305788345989 3.8008134619543e-08
"SCM-2-042" 0.386973510406777 1.76185275927871 0.569784340566622 0.123792096707573 2.54974086525967 0.704036054051006 0.0435847516572668 0.918957523414535 8.3748925351096e-06
"SCM-2-043" 0.289811771962546 1.31918862586799 0.640963297309509 0.0206514902191043 0.874997075568535 0.582192263364928 0.0862955119136323 2.5587677133457 0.00110351209100633
"SCM-2-044" 0.763404323064761 1.85360276451932 0.716092127280165 0.170240137608283 2.8884881405057 0.890746132550666 0.409465333367853 0.600680875326828 1.19191239010697e-07
"SCM-2-045" 0.682137391256446 1.88370921420533 0.424477616868905 0.118960236057287 1.81437040582919 0.469270862333888 0.408794578116661 2.06342457521847 3.43007897989524e-06
"SCM-2-046" 0.414264741693749 1.60474582102814 0.0416001081126727 0.985808629788083 1.75821631103009 0.533824828687847 0.0419595724986233 1.28923508365748 0.000250589112922144
"SCM-2-047" 0.889964844517095 1.37955730105837 0.46793205061102 0.170706336687011 2.39160760451766 0.448496738658572 0.120393183921493 1.54816205995502 6.28169329303731e-07
"SCM-2-048" 0.402327636950517 1.93350992131122 0.674488673363087 0.677411021901527 2.50112058439844 0.403308740451622 0.236897551782169 0.0647941920676618 0.000168673620913505
"SCM-2-049" 0.359972302100474 1.46792380640048 0.612434853579636 0.100177855163926 1.07431928820282 0.189326479789323 0.28267209556071 1.36086534579845 0.000175154955160521
"SCM-2-050" 0.699874513711953 1.6477378695596 0.422229096227006 0.0174670846916176 0.561413224015767 0.329503540128569 0.4273640311121 0.110232720630462 0.000276134680119569
"SCM-2-051" 0.834250893988944 1.35855837338198 0.926881628426862 0.720437593680903 0.488629362997874 0.348297373117404 0.0151007670061112 2.19223462405663 6.56441403010545e-08
"SCM-2-052" 0.363003806285924 1.83112694521967 0.983648359150541 0.313017414615215 0.868044016617283 0.441330968977755 0.114139773842962 2.53343605862471 0.00364614761952568
"SCM-2-053" 0.560843633918242 1.29685071005291 0.701468065112698 0.0160115707423794 0.921102829784872 0.872101229483892 0.144481700966982 1.58667169383379 5.4628071769484e-06
"SCM-2-054" 0.567883016460077 1.71595119934428 0.266418060233017 0.761643768956104 0.538381619163747 0.311219879757368 0.427462350258081 1.60149058242384 5.49975882706124e-05
"SCM-2-055" 0.481549095154729 1.6400619395799 0.6563772603937 0.278292424869754 2.86839577109199 0.981500922173302 0.300912183977341 2.05752385488582 0.000271422048503005
"SCM-2-056" 0.640781374812 1.6433737338487 0.775708240164451 0.426000542764126 0.633362188946151 0.561608950161484 0.128828074363673 1.844492059605 4.04640110706187e-06
"SCM-2-057" 0.370589808391668 1.25067442414925 0.993122172772931 0.34951843542363 1.19646626722854 0.965547478842073 0.384876963437687 1.45263922139382 0.00143222833685806
"SCM-2-058" 0.53374225672666 1.11424185441585 0.700384177158743 0.99276936952268 2.3245588387116 0.219616556674277 0.248028277900903 0.499660949512916 0.000430964234299117
"SCM-2-059" 0.793407863749814 1.20667886428293 0.826077508875774 0.196050894237988 2.90674253142806 0.294904380935368 0.382592730340067 1.3246433472161 1.44620626445673e-06
"SCM-2-060" 0.70277662058096 1.56329352351129 0.0811565906472519 0.566005656348317 0.384546742407433 0.317796075104462 0.281711959287548 2.32809644622727 0.0141871677839411
"SCM-2-061" 0.803409874516521 1.80987581479052 0.414530061765229 0.36313486365499 2.25515266989397 0.510562072212266 0.373146356497021 0.946084161965477 2.19605535279551e-08
"SCM-2-062" 0.63287998220505 1.67201461761501 0.330594307857075 0.859778374420453 0.282111496139711 0.896140011889689 0.445305854549551 2.71757689751912 3.91215491106701e-06
"SCM-2-063" 0.408782894191632 1.90965446326816 0.810138775933307 0.315814436379368 0.268853317118699 0.901078269059459 0.226250750013994 2.84774320486475 0.000616246234306726
"SCM-2-064" 0.246856456465286 1.85663853034931 0.129715717437438 0.948148350180599 0.322543774312758 0.175839836426607 0.318953183217342 2.15092946028969 0.000225880884879943
"SCM-2-065" 0.92726382093091 1.68251039635887 0.533424097293408 0.607469460526368 1.24614146339434 0.374548996129516 0.238470942908084 1.32780532262704 3.13134323407048e-07
"SCM-2-066" 0.646559726811555 1.84754611877477 0.13417049096997 0.369918017978827 0.667889203933466 0.872197190076783 0.44993980718708 2.09271098235481 0.0525634405109878
"SCM-2-067" 0.29781134297072 1.13199256625549 0.226648877839242 0.986118075707098 2.30862362220695 0.96340875331469 0.161121597197947 2.70658947064273 1.4585974641242e-06
"SCM-2-068" 0.266323369605689 1.3283294140692 0.109109241415433 0.622084271369228 1.51845284330514 0.0930261498373165 0.0841244059675093 0.0430411425806536 0.020527698727809
"SCM-2-069" 0.127634170903985 1.75391511244936 0.303200448238178 0.799758515387576 2.6984176720647 0.376106169534582 0.255634998392516 0.678661811352628 5.43540685084418e-06
"SCM-2-070" 0.753418948314983 1.32898692891054 0.619933648783063 0.604604533109449 0.455309872994663 0.0141524980632131 0.254656136720028 0.304495520252059 3.43780698741955e-05
"SCM-2-071" 0.462669849430257 1.75306894455287 0.684542504156375 0.535532927443519 2.61502387329994 0.0170158831416971 0.32173565990528 2.27386601553944 2.4077192932706e-08
"SCM-2-072" 0.390741848082577 1.27749979544854 0.795495298428688 0.451937326092271 0.429459316897274 0.498388967781843 0.406453186893623 0.394854467617613 0.0259954212709683
"SCM-2-073" 0.708625473047198 1.53723448163282 0.931791595826126 0.705062943201442 2.69923144313067 0.762771351336405 0.20741186203913 1.08517802506236 2.17571736032882e-07
"SCM-2-074" 0.505892019028101 1.59780638363309 0.859186071530464 0.938378550693704 1.98043365894498 0.970094600769128 0.278321008584612 1.3084045117308 5.31146444975648e-06
"SCM-2-075" 0.987222208720755 1.6302464993343 0.633571600105317 0.0931431960205027 2.2175177262718 0.431292460105352 0.433144326473636 1.94601776797115 7.3418167911551e-05
"SCM-2-076" 0.774968109539544 1.00159796226736 0.156335971712843 0.416717272666198 2.14350372403332 0.517157166433803 0.142193290681715 0.475805741835814 1.70058829197833e-08
"SCM-2-077" 0.424395389163746 1.24137254410807 0.300666478933947 0.737279239673625 0.972038625961363 0.0777307864056582 0.134704374340254 1.03279316424585 0.0766308108643671
"SCM-2-078" 0.780018250344147 1.2627056141636 0.675219344465435 0.754804093290638 2.98990190161431 0.214601200329806 0.221058985787514 0.950192345547914 0.00312021039986834
"SCM-2-079" 0.710437779068045 1.8757397772653 0.675860254730926 0.610766424975873 1.27749066365805 0.76672210580534 0.14487586988383 0.860308524643113 0.0220461994228529
"SCM-2-080" 0.394956396600381 1.88786188216731 0.514762861957275 0.822349653334654 2.3896331221357 0.190122445847054 0.242646231456291 1.0160111971388 7.06042032391339e-08
"SCM-2-081" 0.681098781164537 1.57950969709299 0.113277840678495 0.913190579333917 1.34539330009223 0.329628941520593 0.444960770324184 2.36858026106122 0.000602742369609147
"SCM-2-082" 0.571774389458707 1.60342689867318 0.0387593297575686 0.735714897051587 0.775653349204431 0.787710218253593 0.0713446975099035 1.585266221111 2.35250875207074e-07
"SCM-2-083" 0.381025860130118 1.27125523373229 0.0499929359552055 0.0763591375895481 0.958431844900011 0.252246844881745 0.194103745058368 0.955732799185815 0.00660219726105479
"SCM-2-084" 0.729917325789392 1.46349981158415 0.420853577117692 0.210760894016996 2.3245419107586 0.698341734909268 0.388169871896212 2.13912216232948 1.89476097846209e-05
"SCM-2-085" 0.517485524352855 1.80335541471736 0.108372786360162 0.0518951316126203 1.98315633438469 0.352745751669035 0.231206419826833 1.79017798416717 4.37298826579203e-05
"SCM-2-086" 0.54236620967922 1.34343284516633 0.82866781769943 0.803621092525477 1.34164656782537 0.282056365038445 0.0251251818521427 2.49770841970057 5.67353526357456e-07
"SCM-2-087" 0.991222676168574 1.65830103419545 0.686049793150288 0.46497085653641 1.99365058389759 0.0247202924821083 0.43549686285128 2.97987422717929 8.13392629931818e-05
"SCM-2-088" 0.190386148427054 1.49802702603311 0.305921718702261 0.933361696768642 2.04444643078166 0.789313880385783 0.427203413796086 2.75860472825506 2.05301939583396e-05
"SCM-2-089" 0.23458744652229 1.7073038999149 0.477145669556643 0.248521259103126 0.949005489603053 0.98806340475536 0.282305771339195 2.5459784161783 0.027539865080514
"SCM-2-090" 0.591381608489672 1.78507339801973 0.635855149290646 0.614849480633541 0.597017983458096 0.215575712791383 0.173671878111062 2.05883056236772 5.2644256867845e-08
