"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-1-017" 0.509280063093984 1.6509668507922 0.610795155918458 0.461223805854148 1.94657062728252 0.100460686996761 0.150315357182863 1.20961538270754 -3.22292893035742e-08
"SCM-1-018" 0.531590151059462 1.6268127930386 0.296274604261347 0.238414604057629 0.781095551010525 0.199227609178153 0.19046495119211 0.891910882378199 -4.41597417539553e-08
"SCM-1-019" 0.743629390159723 1.09119836883316 0.560309406600275 0.712761264670154 0.652773175337959 0.331849954068236 0.0471244928285318 1.12556620147434 -1.53587890290858e-08
"SCM-1-020" 0.335472913530817 1.21336113192829 0.578357857312987 0.145121305680368 1.50356857000177 0.207935845112408 0.0954514185229883 1.1100972974559 -3.04358678732229e-08
"SCM-1-021" 0.848888010630364 1.5345775007827 0.340381386573781 0.492771379428855 1.81613632829217 0.281386916786331 0.0508125609880232 1.36950502012421 -4.04346780391896e-08
"SCM-1-022" 0.0438629740995922 1.59281313095859 0.141396118194806 0.424028702502331 1.71614586791459 0.232971337790925 0.193458728317131 1.83495196842325 -1.24877825879451e-08
"SCM-1-023" 0.719172017379542 1.52610199235673 0.456540337994735 0.149207575469754 1.44869932402735 0.225724938353422 0.11716226253699 1.91621793093509 -1.0178885669245e-08
"SCM-1-024" 0.0976715783517726 1.09801686156045 0.785528713683648 0.618653550543519 1.99287243917934 0.4738575568367 0.186579998251577 0.907574209227713 -1.65532039194975e-08
"SCM-1-025" 0.736994741037083 1.12116409328958 0.685542983305438 0.0848466824402567 0.532770071605109 0.13623389329903 0.0313890426794229 0.796677011692815 -4.56467926372652e-08
"SCM-1-026" 0.670619023562935 1.13920649583907 0.0605749852798434 0.643076774391659 0.888490398115802 0.489802016934846 0.165496483528177 1.59225910593776 -3.69288795526423e-08
"SCM-1-027" 0.589915970018458 1.00298121810597 0.505405636464306 0.760008566141199 1.77080865384145 0.0115756309368526 0.0105897214617985 1.86338569243747 -1.92014810981472e-08
"SCM-1-028" 0.83258766641729 1.33352833116255 0.666076517918643 0.372600522665611 1.529698561753 0.407348059985847 0.178653447692404 0.82896329437094 -2.9904388342984e-08
"SCM-1-029" 0.0196512389685149 1.23819648762912 0.227616489794632 0.83763552251201 1.29204787273699 0.0227534066349187 0.118618506067635 0.336484755799377 -4.3740585896632e-08
"SCM-1-030" 0.551017086636579 1.29849884549318 0.82776094967221 0.607263864695763 0.978606330853401 0.0374833413263095 0.171050188183258 1.40588184400416 -1.35489372753174e-08
"SCM-1-031" 0.394220785180147 1.55065481054354 0.75165539213031 0.452773365391489 1.64566378803726 0.427747399457629 0.0291073110784687 0.314793825341875 -3.88040087017757e-08
"SCM-1-032" 0.119413926916035 1.20213750909518 0.59403024788784 0.880250921635129 0.271612547513897 0.293065496388843 0.1620873879206 1.92970844519036 -3.86930212619431e-08
"SCM-1-033" 0.24626358052331 1.40241846668271 0.0409344513792767 0.339443648301429 1.56918548817149 0.479953305942573 0.14007294722934 0.489498692520378 -2.70761948801658e-08
"SCM-1-034" 0.264555419417118 1.6197702223764 0.700470813310948 0.0580268553707182 0.5604798987852 0.0673237482475562 0.000847214564640564 1.53808061760197 -2.1381486258672e-08
"SCM-1-035" 0.660205368864674 1.42257782079522 0.0197332036263896 0.122896876671078 0.829869304056047 0.457386304854679 0.0175636076813807 1.54515565672014 -1.28997612161481e-08
"SCM-1-036" 0.354047124721009 1.16710276932547 0.880552438871591 0.0152486565521331 0.795177306554726 0.00688540702938792 0.146846980916377 1.80576733888238 -4.30251168522417e-08
"SCM-1-037" 0.0984052343192794 1.67357431377193 0.30857618494425 0.898748049702465 1.33784525203088 0.244558108608623 0.0222613844241056 0.62655292846308 -2.28687710598435e-08
"SCM-1-038" 0.450781859121913 1.2827925340647 0.210336764170889 0.534737640020701 0.414460931097299 0.258425913806802 0.00769433144318021 1.76536225800342 -4.59221121389419e-08
"SCM-1-039" 0.763226080253599 1.24537258642503 0.272779761942549 0.68463638934651 1.79961710050196 0.0494729809984362 0.199010757520876 1.26459745050955 -4.9581904306036e-08
"SCM-1-040" 0.181086916651111 1.0638690528389 0.709688728073531 0.245209654101231 0.692978767621199 0.0822898027684499 0.036125639930327 0.401349880680715 -1.80224865600062e-08
"SCM-1-041" 0.79019377795453 1.69909468793573 0.80424278922541 0.740063845366746 0.621904085462397 0.392744418506956 0.0804538916229554 1.31559049054024 -2.76283253889288e-08
"SCM-1-042" 0.474699466218969 1.04557369367837 0.12091183786407 0.851848732754588 1.90494588892603 0.295540179753595 0.125819875645127 1.68990606121066 -1.12589190303065e-08
"SCM-1-043" 0.883404212937508 1.02088755077642 0.155332627943211 0.0964454776078523 1.0666916302213 0.423305044102523 0.041161368323652 0.537836465615091 -4.73499608809209e-08
"SCM-1-044" 0.166733383962824 1.50842947920673 0.845663691355756 0.298040567429473 1.88195145474975 0.364392375545677 0.076400690261558 1.96539623505795 -2.60979333856022e-08
"SCM-1-045" 0.0128684578195174 1.0478241017802 0.897505386882644 0.276184330723583 1.66619360081867 0.170801911579 0.174860275210813 0.286360135580332 -4.77353649035744e-08
"SCM-1-046" 0.635068728013531 1.44080604337176 0.0873901638219578 0.55914421471924 0.340115861893814 0.114262891151315 0.134919644059087 0.734884157209941 -2.05948516345866e-08
