"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-1-012" 0.901394938869938 1.04626407814774 0.401194822948234 0.433404312539319 1.63887983004046 0.64265147208884 0.26688920845146 0.945226857151441 0.000118235498818855
"SCM-1-013" 0.401466015222351 1.80036953924902 0.562375158161866 0.175037409032735 1.35816338475611 0.573211046710165 0.303577086645047 1.20304848482382 0.000163613882492858
"SCM-1-014" 0.0677259863226715 1.2695590570154 0.85777416473376 0.247058859324771 0.971382279409622 0.0713210182780724 0.176293258621287 1.95559509020962 2.14572435827028e-06
"SCM-1-015" 0.410517564379843 1.19781739355703 0.673795560238296 0.542024737593627 0.401664532699531 0.947873207629132 0.0505734597416291 1.37926035933576 1.77221466034024e-06
"SCM-1-016" 0.257122748445709 1.43693460832183 0.0737249609577955 0.341316368224443 1.77074156465824 0.477989608103045 0.345070425631306 1.75785001529679 0.0539885610676583
"SCM-1-017" 0.434284727246065 1.01620864151172 0.171691967611829 0.582438680769056 0.670472102451047 0.897652326247898 0.137042666213719 0.339167923465341 2.43827077491288e-05
"SCM-1-018" 0.540477127419157 1.93961836266347 0.321207756218247 0.599637067948428 0.288618848536356 0.738466117095769 0.262569525232539 2.37666759561651 1.9555078846136e-05
"SCM-1-019" 0.505757577225171 1.25372467474248 0.782060465573121 0.27213997282842 2.05375426485325 0.41772198271634 0.396179027488941 1.76718590694161 5.32377944778802e-07
"SCM-1-020" 0.522580941060517 1.30359053596034 0.585823675564227 0.440584366038118 1.04000779759245 0.0332028399494922 0.199793419400837 0.618597411154516 0.0187513556418609
"SCM-1-021" 0.849567611434183 1.57209255845949 0.284277832769516 0.132070395943567 1.61793132684492 0.268420474755618 0.167827059107367 2.00923710204307 0.011970306049672
"SCM-1-022" 0.963445529051267 1.95770953690714 0.89002099992267 0.764226235727243 1.52305189921247 0.501517387451199 0.381610800807982 2.31181524708644 6.76101654431004e-08
"SCM-1-023" 0.650038532951401 1.58240940870171 0.710886016167882 0.797324360233792 2.3591513866875 0.000700974421899592 0.101202223385158 1.87787258251363 4.31067526680176e-08
"SCM-1-024" 0.622275194860286 1.84552924483098 0.599283537704639 0.391912469655812 2.24683368797718 0.741012633241632 0.159220019927623 0.876236719393131 3.24313183663574e-08
"SCM-1-025" 0.924810408565934 1.06813258240364 0.945132444995486 0.970922539231529 0.914280211125278 0.972084893318622 0.447041035010277 1.54392617411846 6.44024821909282e-06
"SCM-1-026" 0.77625283756759 1.48992934223411 0.839182573278313 0.882152830322081 2.44747042142958 0.546625099048707 0.189009119178745 1.12578158522323 0.0929316498015473
"SCM-1-027" 0.940871833681746 1.38763492416216 0.544000960936942 0.147302612237096 1.68248167896831 0.840871334506158 0.0946009951744877 0.376274055611524 0.00855357008318061
"SCM-1-028" 0.020958135580725 1.42939786277868 0.144210053923155 0.947952457275748 0.753976141254458 0.815530788603887 0.276538685793766 1.34275379981314 1.19879557436306e-08
"SCM-1-029" 0.639680140861411 1.64919340112287 0.453924049912223 0.982176465307231 2.17995239422484 0.854525644818078 0.0271017943078693 2.06507601300963 1.19767059056249e-07
"SCM-1-030" 0.0217570783687836 1.46109556638686 0.104111440039604 0.628830081407619 1.82482934327614 0.0488106911728645 0.0428994549491503 1.01133313643716 4.69860315529828e-06
"SCM-1-031" 0.0960913763296001 1.18578880649597 0.196222506980969 0.667873158083024 1.18417562699988 0.675071214902741 0.403056617330952 0.498642829451811 0.0365779190284967
"SCM-1-032" 0.684391447099928 1.76225478897433 0.0307364850393598 0.322076176078737 0.611996175436576 0.933956140232191 0.289070763607995 0.407420910649386 3.60089057453621e-05
"SCM-1-033" 0.0542292713833993 1.97900307367773 0.967623322809459 0.0105964527785292 0.356710680227717 0.362348772651192 0.151070493801608 0.481640992877225 1.02628430053733e-05
"SCM-1-034" 0.136525511088852 1.53236451401851 0.90702772448381 0.705092894104664 0.813148870434025 0.49245198941081 0.360862999928751 2.47370949653914 1.54249906069917e-08
"SCM-1-035" 0.762894465511047 1.28534533745928 0.125367832671416 0.823329995431502 2.33195378847228 0.791173611094406 0.437055623684706 0.651789612145639 1.12119388600243e-06
"SCM-1-036" 0.305369699818953 1.35052840024035 0.429268197471418 0.549523536619356 1.2740633602826 0.669976670325369 0.0177577718069939 2.27472212227598 0.00373375041897693
"SCM-1-037" 0.231848066300002 1.90903433495596 0.616654939256841 0.650090729343077 2.09679161880732 0.251382368910329 0.421740265266018 0.297830658711736 0.0010151859071961
"SCM-1-038" 0.737319732725458 1.03158585291027 0.982898843837649 0.234500954673909 2.26187997227585 0.107158007656993 0.136477989389095 2.12600769688067 0.00230480972041862
"SCM-1-039" 0.705771710254637 1.36898474056097 0.525041366532121 0.893217285475947 1.46967970444087 0.233848147904095 0.37757253453753 2.4490643913969 0.00118935015412715
"SCM-1-040" 0.979342161060979 1.71712245732379 0.731585885850844 0.0733604656376511 0.45898364005995 0.402504659850029 0.417889648076127 1.47754104581469 4.56507716367169e-05
"SCM-1-041" 0.184126376106363 1.79582143749733 0.915947079233036 0.838239950345951 0.324829765157673 0.524477071037678 0.247951639087051 1.29621645353441 0.0152132540499424
"SCM-1-042" 0.335393664973697 1.12323209746721 0.0833737489819507 0.114248368320177 1.8898542268599 0.885669948720454 0.0655009773215684 0.777508282784686 2.61334873095176e-08
"SCM-1-043" 0.122625371865959 1.87445726067688 0.645056732402679 0.0366320709285387 1.99669434550426 0.171836023907299 0.214709587075302 1.85051378575736 2.29973603978556e-07
"SCM-1-044" 0.194000377852176 1.1531496219542 0.0467106216259645 0.185796064016683 0.512794304736536 0.114618689560777 0.336683016139305 2.01125912024872 0.00018788473109746
"SCM-1-045" 0.563857778905304 1.82003292418014 0.310287733628445 0.0802311931827369 2.49956599713693 0.980490981575871 0.221964142674013 2.23305291652745 0.0336721235792964
"SCM-1-046" 0.870911218012663 1.33376489221969 0.686727159908345 0.72697210096992 1.10818963958097 0.296161071883272 0.111621501176547 0.556791293582849 3.4484753751362e-07
